labels,name,theme,동영상 제목,댓글,댓글 작성일,PRO
1,메이플,게임성,"로스트아크, 검은사막, 메이플스토리... MMORPG 대(大)구조선 시대, 와우는 왜 구조선이 되지 못했나?",리치왕 전써버에서 두번째로 잡고 군대갔다왔는데다시 시작하기가 무섭더군요...제대로 하려면 얼마나 노가다를 해야하는지 알기에,2023-11-04T08:07:37Z,리치왕 전써버에서 두번째로 잡고 군대갔다왔는데 다시 시작하기가 무섭더군요    제대로 하려면 얼마나 노가다를 해야하는지 알기에
1,로스트아크,무소속,몽환군단장 아브렐슈드 퍼클 도전기 | 로스트아크,지금 보니까 귀엽지 3페 별딜이랑 4페를 헤딩으로 만나면 어떤 기분일지ㅋㅋㅋ,2022-08-15T14:24:44Z,지금 보니까 귀엽지 3페 별딜이랑 4페를 헤딩으로 만나면 어떤 기분일지ㅋㅋㅋ
1,배틀그라운드,게임성,배그 프레임 잘나오는 설정~ ( 안보면 개손해 !! ),형님..i5 7500에 1060 6기가입니다..너무 렉이심한데 올매낮해도 똑같네요..부품을 뭐로 우선시해서 바꾸는게좋을까요..?ㅠㅠ렙은16기가입니다..,2023-10-07T00:36:47Z,형님  i5 7500에 1060 6기가입니다  너무 렉이심한데 올매낮해도 똑같네요  부품을 뭐로 우선시해서 바꾸는게좋을까요    렙은16기가입니다  
1,메이플,그래픽,[메이플스토리M] 핑크빈 캐릭터 등장! 지금부터 M으로 핑.아.일.체!,ㅋㅋ 존나 귀여워!,2023-05-20T07:00:46Z,ㅋㅋ 존나 귀여워 
1,로스트아크,운영,[로스트아크] 2023년 5월 24일 업데이트 내역 살펴보기,공개도 안된거 상상의 나래 펼치면서 욕하는건 언제나 반복하네 ㅋㅋㅋㅋ,2023-05-24T04:09:01Z,공개도 안된거 상상의 나래 펼치면서 욕하는건  언제나 반복하네 ㅋㅋㅋㅋ
1,리니지,BM,블소2 환불 요청 보석 말고 현금 가꼬왕 제2의 리니지m 문양 사태 가능성 높음 모바일 게임 환불 처음으로 받겠습니다,ㅋㅋㅋ 처신잘해라 nc야. 3만3천원에 목숨걸다 나락가지 말고 ㅋㅋㅋ,2021-08-29T23:49:57Z,ㅋㅋㅋ 처신잘해라 nc야  3만3천원에 목숨걸다 나락가지 말고 ㅋㅋㅋ
1,리니지,그래픽,리니지W 출시 배경. NCSOFT식 초심의 의미,오딘이 아이템이 잘나온다에서 이채널은 뇌피셜채널이네요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ오딘해보셧나여 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2021-10-26T14:58:59Z,오딘이 아이템이 잘나온다에서 이채널은 뇌피셜채널이네요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ오딘해보셧나여 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1,제2의나라,BM,제2의나라 무과금 전투력 400만 달성,무과금으로 대단하세요 ㅋㅋ,2022-09-29T00:29:15Z,무과금으로 대단하세요 ㅋㅋ
1,메이플,운영,[메이플스토리 맑음] 오늘 알아두면 좋은 이벤트 일정과 각종 추가 이벤트 정보 및 10월 업데이트 소식 미리보기,칸나 하야토 둘다 6차 멋지네ㅋㅋㅋ,2023-10-18T03:41:13Z,칸나 하야토 둘다 6차 멋지네ㅋㅋㅋ
1,제2의나라,게임성,"제2의나라 랭커따라잡기 잘~싸우는 PVP 세팅법 !! 장비,이마젠,후냐컴퍼니,시공의 큐브까지!!",이제 이 영상을 본 엔지는 별나방 하나씩 데리고 다니겠어요ㅋㅋㅋ,2022-01-19T02:09:56Z,이제 이 영상을 본 엔지는 별나방 하나씩 데리고 다니겠어요ㅋㅋㅋ
1,메이플,그래픽,[로스트아크] 메이플 코디유튜버의 로아 커스텀마이징+코디 찍먹,사실 얼굴 엄청 신경써서 만들어봐야 겜중엔 작아서 안보임 ㅋ,2021-03-20T12:35:36Z,사실 얼굴 엄청 신경써서 만들어봐야 겜중엔 작아서 안보임 ㅋ
1,제2의나라,조작,[제2의 나라] 고렙 개꿀사냥터! 경험치+골드+제비+레시피를 한번에? #70렙사냥터 #방치 #잠잘때돌리기좋음,70찍으면 으디서 사냥해야 하나 했는데 여기 좋네요,2021-07-22T01:04:30Z,70찍으면 으디서 사냥해야 하나 했는데 여기 좋네요
1,배틀그라운드,운영,[배그팁] 밸런스 패치전에 알아보면 괜찮을 것들!,상자팔고 남은 돈으로 살만한거죠~ 충전해서까지 사지는 마세요!뇌피셜이니 ㅇㅋ?,2018-04-22T12:44:02Z,상자팔고 남은 돈으로 살만한거죠  충전해서까지 사지는 마세요 뇌피셜이니 ㅇㅋ 
1,제2의나라,BM,【제2의나라】앱플레이어 추천과 최적화설정법 + 매크로꿀팁3가지 [블루스택5],ㅋㅋㅋㅋㅋ 진짜 업적중인데 누가 물건들고 튀면 열받을거같네요,2021-06-25T02:55:32Z,ㅋㅋㅋㅋㅋ 진짜 업적중인데 누가 물건들고 튀면 열받을거같네요
1,메이플,운영,"[메이플스토리 맑음] 바로 패치되는 10월 편의성 패치 및 개선 16종 인게임 리뷰 (길드 고확 삭제 / 캐릭 스펙지표 / 템 공개 기능 / 수로,플래그 / 보스맵 개선 등)",진짜 창고패치 드디어 하는구나 그놈의 100원 때문에 부캐 새로 키울때마다 개빡쳤었는뎈ㅋㅋㅋㅋㅋㅋㅋ 근대 이제 다키워서 의미가 없긴한데 해줬으니 됐다 ㅠ,2023-10-22T18:43:30Z,진짜 창고패치 드디어 하는구나 그놈의 100원 때문에 부캐 새로 키울때마다 개빡쳤었는뎈ㅋㅋㅋㅋㅋㅋㅋ 근대 이제 다키워서 의미가 없긴한데 해줬으니 됐다 
1,검은사막,운영,"청묘님과 함께 검은사막 저,중,고 옵션 별로 테스트! (3300X+ 1660S, 5600X + rx 6700 xt, 5800X + 3070) (검은사막 대규모 업데이트)",잘컴형님 i7-11700F / 3070인데 프레임이 너무안나와서요.ㅜㅜ 이게 시피유문제인가용?,2022-07-25T13:17:40Z,잘컴형님 i7 11700F   3070인데 프레임이 너무안나와서요  이게 시피유문제인가용 
1,로스트아크,그래픽,"로스트아크(Lost Ark) 애니츠 커스터마이징 공유 (상시, 무료)  /  Lost Ark Martial Artist Customizing",공유 감사해요 구독 했습니다 ^^7,2022-06-25T12:02:07Z,공유 감사해요 구독 했습니다   7
1,로스트아크,게임성,[로스트아크] 만렙을 찍으셨나요? 이 영상보고 따라만 오시면 됩니다,옛날이랑 많이 다르네 390쯤인가 예전에 생활 장비로 라크잡았던가 기억도 안나도 안나네 ㅋㅋ,2023-02-02T03:16:53Z,옛날이랑 많이 다르네 390쯤인가 예전에 생활 장비로 라크잡았던가 기억도 안나도 안나네 ㅋㅋ
1,신의탑,무소속,신의탑 인물리뷰 '유라시아블로섬'[파도잡이 TOP.1],"ㅋㅋㅋ진짜 별게 다 불편한 인간들 많네 신경 쓰지마세요, 좋아요 누르고 시청합니다.",2020-04-03T04:03:03Z,ㅋㅋㅋ진짜 별게 다 불편한 인간들 많네 신경 쓰지마세요  좋아요 누르고 시청합니다 
1,배틀그라운드,사운드,배그 BGM을 클래식으로 연주한다면? 슬로베니아로부터 온 선물 (PUBG Lobby BGM Classic Ver.) | 배틀그라운드,우우웅 하는 소리 좋다,2019-06-09T15:45:59Z,우우웅 하는 소리 좋다
1,검은사막,그래픽,글로벌에 선보인 역대급 한국 캐릭터! 검은사막 우사 리뷰,"근데 하나같이 디자인 왤케 쉰내남? (메구우사 클래식, 프리미엄 제외) 틀딱겜 냄새 못지우는듯 ㅋㅋ 메구 우사 아침의 나라 잘 나왔는데 아쉽네",2023-06-21T15:59:00Z,근데 하나같이 디자인 왤케 쉰내남   메구우사 클래식  프리미엄 제외  틀딱겜 냄새 못지우는듯 ㅋㅋ 메구 우사 아침의 나라 잘 나왔는데 아쉽네
1,검은사막,사운드,[검은사막] SNS 미디어 공모전_우수상 작품03,노래 써도 되는건가요? 가사는 개사했다지만.  ㅋㅋㅋㅋ,2017-06-22T04:02:01Z,노래 써도 되는건가요  가사는 개사했다지만   ㅋㅋㅋㅋ
1,배틀그라운드,조작,배그에서 만난 직업군인에게 사랑고백 받았습니다♥,항상 재미진다니깐  👍👍,2019-03-05T12:37:00Z,항상 재미진다니깐    
1,리니지,무소속,[대똥꼬쇼] 리니지를 이길 수 있는 유일한게임. '리니지2M' 제가 대신 해보겠습니다.,아 저거 썸네일 바꿔야 되는데ㅋㅋㅋ,2021-02-14T07:26:53Z,아 저거 썸네일 바꿔야 되는데 ㅋㅋㅋ
1,메이플,게임성,숫자로 보는 우리들의 7000일 | 메이플스토리 | 2022 MapleStory,1:25 어느게임에서 경단위 숫자를 보겠냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2022-06-30T17:59:10Z,어느게임에서 경단위 숫자를 보겠냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1,로스트아크,무소속,매칭에서 만나면 멈칫하게 되는 닉네임은? [로스트아크],프로파일러 출신인가요?ㅋㅋ,2023-02-27T16:26:42Z,프로파일러 출신인가요 ㅋㅋ
1,리니지,BM,리니지M 집행검 현금 2억원 가치의 아이템!! 누가 가장 처음으로 러쉬에 성공 할까?? 【 똘끼 】,3주년 티제이쿠폰으로 집행 러쉬 가능해지면똘끼가 집행러쉬 의사있는분들 케릭따와서동시에 다같이 러쉬했으면 좋겠다ㅋㅋㅋ똘끼 능력 안되나?ㅋㅋㅋ,2020-04-28T12:56:55Z,3주년 티제이쿠폰으로 집행 러쉬 가능해지면 똘끼가 집행러쉬 의사있는분들 케릭따와서 동시에 다같이 러쉬했으면 좋겠다ㅋㅋㅋ 똘끼 능력 안되나 ㅋㅋㅋ
1,메이플,사운드,시험 공부 할 때 듣는 음악 메이플 스토리 OST 30곡 모음 / 게임 할 때 듣는 음악 MAPLE STORY OST,지금 공부하면서도 듣고 메이플 하면서도 듣고있음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2023-05-20T10:55:27Z,지금 공부하면서도 듣고 메이플 하면서도 듣고있음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1,검은사막,조작,"하루 100억 가능할까?? 역대급 수입, 핏빛 수도원 24시간 사냥하기 [검은사막]",와.. 이게 가능한가 ㅋㅋㅋ,2022-06-03T16:16:04Z,와   이게 가능한가 ㅋㅋㅋ
1,신의탑,조작,신의탑 하이랭커 파워밸런스의 핵심[작가님 블로그설정 어떻게 이해해야 하나],그저 설정 오류 날까봐줒대없이 오락가락 하는 거 ㅋ,2020-06-16T03:25:23Z,그저 설정 오류 날까봐 줒대없이 오락가락 하는 거 ㅋ
1,메이플,BM,메이플 ㄹㅇ 확률 주작아님?,로또도 아니고 37번 동시에 진행하는게 아닌데 어떻게 소수점 확률이 나옴.. 그냥 운없다고 생각하셈,2023-04-24T11:03:35Z,로또도 아니고 37번 동시에 진행하는게 아닌데 어떻게 소수점 확률이 나옴   그냥 운없다고 생각하셈
1,리니지,BM,"리니지w 현재 쌓인 성세금이 현금 16억원어치. 역대급 범죄, 먹튀사건 터질 듯 | 센터로드TV",업데이트만하면 알려진현상이것도좀 다뤄주세요ㅋㅋ 얼마나일을못하는지,2023-02-15T12:40:32Z,업데이트만하면 알려진현상이것도좀 다뤄주세요ㅋㅋ 얼마나일을못하는지
1,로스트아크,무소속,로스트아크에 진심인 스마일게이트 직원,리오레우스로 잘못 읽음 ㅋㅋ,2022-01-25T10:51:31Z,리오레우스로 잘못 읽음 ㅋㅋ
1,메이플,BM,【유니온 Lv.9200】 고인물이 추천하는 하이퍼 버닝 본캐로 하기 좋은 직업 TOP3 [메이플],"저도 본캐 히어로에부캐 히어로, 윈브입니다 ㅋㅋ아주 개꿀딱직업",2023-09-02T06:22:24Z,저도 본캐 히어로에 부캐 히어로  윈브입니다 ㅋㅋ아주 개꿀딱직업
1,검은사막,운영,"여섯 개의 검이 춤을 춘다🍂 - 수라도⚔⚔⚔｜검은사막 모바일 BlackDesert Mobile｜신규 클래스, '수라' 사전 생성 진행中 SURA",이모티콘이 실제로 쓰일줄이야 ㅋㅋㅋㅋ광고 너무 잘만들었다 ㅋㅋㅋㅋ,2020-11-05T16:29:52Z,이모티콘이 실제로 쓰일줄이야 ㅋㅋㅋㅋ 광고 너무 잘만들었다 ㅋㅋㅋㅋ
1,리니지,BM,만마리당 1개? 극악 확률 섭섭한 득템~!! [리니지 태산군주],태산태공ㅋㅋㅋ 그때 낚이신분 엄청 많으실듯,2019-03-13T08:32:40Z,태산태공ㅋㅋㅋ 그때 낚이신분 엄청 많으실듯
1,로스트아크,게임성,[로스트아크] 만렙을 찍으셨나요? 이 영상보고 따라만 오시면 됩니다,지금 타워 7층 보상 시련의회랑이 아니던데 어케해야하죠ㅠ,2022-03-30T05:51:09Z,지금 타워 7층 보상 시련의회랑이 아니던데 어케해야하죠
1,리니지,운영,"[리니지m] 6주년푸시 주의사항, 이벤트 던전 후기, 목요일 저녁 몸풀기 퀴즈등 6월 21일 업데이트 후기입니다.",저도 폭죽은 연속클릭!ㅋ,2023-06-21T08:15:56Z,저도 폭죽은 연속클릭 ㅋ
1,배틀그라운드,운영,배그 운영자가 직접 이모트를 만든다❓ 쫄쫄이 입고 모션캡쳐 현장에 나타난 그로자와 미라클 | 전지적그로자시점 S2 EP.1 | 배틀그라운드,어그?ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2021-04-13T08:57:53Z,어그 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1,리니지,BM,"""리니지M 유저들 뿔났다"" 엔씨소프트의 이상한 환불 정책 | 일요시사",썸네일 개웃기네 ㅋㅋㅋ개씨소푸투. 어디 안가쥬~?,2021-04-03T09:56:01Z,썸네일 개웃기네 ㅋㅋㅋ 개씨소푸투  어디 안가쥬  
1,로스트아크,게임성,[로스트아크] 군단장 레이드 아브렐슈드 Teaser | LOST ARK - Commander Raid 'Abrelshud',연출은 아브렐이 더 쩔을것같은데 티저는 진짜 인게임 연출 거의 안보여줬구나 ㅋㅋ 일리아칸 티저보고 기믹유추하는거 바보짓이네 아브티저도 거의 안보여주는데,2022-08-20T18:28:49Z,연출은 아브렐이 더 쩔을것같은데 티저는 진짜 인게임 연출 거의 안보여줬구나 ㅋㅋ 일리아칸 티저보고 기믹유추하는거 바보짓이네 아브티저도 거의 안보여주는데
1,제2의나라,BM,"[제2의 나라] 쉬운 가이드 영상 5화 - 전투 전략(장비, 이마젠, 스킬)",정말 재미없어x이는 게임이네요,2021-06-15T01:56:38Z,정말 재미없어x이는 게임이네요
1,메이플,BM,메이플 직업추천 해달라 할때 보여줄 영상,"247 히어로 유저입니다. 리메이크가 되어도 아쉬운 사냥능력을 가지고 있지만, 보스 하나만큼은 특유의 손맛 장난아닌게 히어로입니다 허허",2022-07-31T13:56:51Z,247 히어로 유저입니다  리메이크가 되어도 아쉬운 사냥능력을 가지고 있지만  보스 하나만큼은 특유의 손맛 장난아닌게 히어로입니다 허허
1,메이플,게임성,메이플스토리 검은마법사 - 영웅집결,리얼로 소멸만이 유일한 구원이었던거임 ㅋㅋㅋㅋ,2023-03-18T10:25:38Z,리얼로 소멸만이 유일한 구원이었던거임 ㅋㅋㅋㅋ
1,신의탑,그래픽,[신의 탑: 새로운 세계] 캐릭터 관계 전격 분석! 🔎,이딴 그래픽이 2023년? ㅋㅋ 그래도 옆집 클저 보단 낫네,2023-06-09T11:06:47Z,이딴 그래픽이 2023년  ㅋㅋ 그래도 옆집 클저 보단 낫네
1,검은사막,그래픽,[검은사막]각성 란 PVP BDO Awaking Lahn PVP # 92,ㅋㅋㅋㅋ 그래픽사양이..??,2023-10-31T09:06:14Z,ㅋㅋㅋㅋ 그래픽사양이    
1,제2의나라,BM,"【제2의나라】 🔥최신 바뀐 직업순위🔥 무소과금 직업추천 티어정리 TOP5 [소드맨, 디스트로이어, 엔지니어, 위치, 로그]",소드맨 요약 17:23,2021-07-06T16:25:59Z,소드맨 요약 17 23
1,리니지,사운드,[Lineage M] 리니지M 스페셜무비 II,"갓음악에 똥겜이라, 흥미로운 조합이네요. ^오^",2017-05-29T16:10:15Z,갓음악에 똥겜이라  흥미로운 조합이네요   오 
1,검은사막,BM,[검은사막M] 펄어비스의 미친소리 게임 접으라는건가요..? 혼돈악세 제작식 공개,"1년전에 2000만이상현금 쓰고 놀든게임 접어서 다행이네,ㅋㅋ",2021-05-07T23:58:08Z,1년전에 2000만이상현금 쓰고 놀든게임 접어서 다행이네 ㅋㅋ
1,신의탑,무소속,신의탑 웹툰 1화부터 3부 68화까지 2시간만에 다보기[줄거리 정주행 영상],와 영상으로 해도 2시간이란말인가 ㅋㅋㅋㅋㅋ,2022-12-08T15:33:03Z,와 영상으로 해도 2시간이란말인가 ㅋㅋㅋㅋㅋ
1,로스트아크,무소속,[로스트아크] 워로드는 도대체 어떤 삶을 사는 걸까?,저도 서포팅이랑 딜을 다 할 수 있어서 든든한 맛에 시작했는데..뭔가 이동기 빼고 필요한건 다 있는데 왜 똥을 퍼먹는 느낌이였을까요..,2022-10-21T14:46:43Z,저도 서포팅이랑 딜을 다 할 수 있어서 든든한 맛에 시작했는데   뭔가 이동기 빼고 필요한건 다 있는데 왜 똥을 퍼먹는 느낌이였을까요  
1,로스트아크,무소속,[로스트아크] 77돌을 깎으려는 분들은 이 영상을 보세요...,ㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋ ㅠㅠ웃프다,2023-02-28T23:23:37Z,ㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋ 웃프다
1,로스트아크,게임성,로스트아크 툴루비크 1일차 풍경! 48 vs 48 대규모 PVP 어떤 느낌일까?,진짜 스커혼자 다른게임함 pvp는 ㅋㅋㅋㅋ,2022-02-24T05:49:51Z,진짜 스커혼자 다른게임함 pvp는 ㅋㅋㅋㅋ
1,배틀그라운드,사운드,배그 생방중 노래 미션하다가 나이를 들켜버렸습니다...,질풍가도 6:39 7:09,2022-08-09T00:33:33Z,질풍가도 6 39 7 09
1,로스트아크,무소속,"로생 5년 차, 드디어 로아 최강의 무기를 만들었습니다 [로스트아크]",에스더의 기운을 받아 오늘 소울이터 질증9아드7돌 오너가 됐습니다.. 모든 공을 죠니님에게 돌리겠습니다..ㅋㅋ,2023-09-08T19:39:07Z,에스더의 기운을 받아 오늘 소울이터 질증9아드7돌 오너가 됐습니다   모든 공을 죠니님에게 돌리겠습니다  ㅋㅋ
1,검은사막,조작,"[검은사막] 전 직업 PVE '2023년 8월 기준' 평가영상, 통합본! (각성 커세어 추가내용!)",상시 시즌도 열리기도 했고 이 영상 보고 안 키워봤던 각성 쿠노랑 아처를 키워보려고 합니다ㅋㅋ,2023-10-03T02:31:44Z,상시 시즌도 열리기도 했고 이 영상 보고 안 키워봤던 각성 쿠노랑 아처를 키워보려고 합니다ㅋㅋ
1,리니지,운영,[리니지M] 요정&법사 리부트 업데이트 실화에요? #lineagem,빨리 돈써서 신화 뽑으라고 리부트하는거자나 ㅋㅋㅋ,2023-03-14T17:44:06Z,빨리 돈써서 신화 뽑으라고 리부트하는거자나 ㅋㅋㅋ
1,메이플,그래픽,메이플 직업 인식은 믿으면 안 됨,나도 캡틴 인식 개구려서 할까 말까하다가 계속 땡겨서 그냥 키웠는데 개재밌음ㅋㅋㅋㅋㅋㅋㅋ 진짜 자기랑 맞는 캐릭이 있음 ㅋㅋ 그냥 하고 싶은거 하는게 답인듯,2023-07-18T02:47:05Z,나도 캡틴 인식 개구려서 할까 말까하다가 계속 땡겨서 그냥 키웠는데 개재밌음ㅋㅋㅋㅋㅋㅋㅋ 진짜 자기랑 맞는 캐릭이 있음 ㅋㅋ 그냥 하고 싶은거 하는게 답인듯
1,로스트아크,사운드,"[로스트아크｜OST] Sweet Dreams, My Dear - 소향(SoHyang) / LOST ARK Official Soundtrack",그냥 전주만 나와도 눈물 버튼.. 그냥 말로 다 표현할 수 없을만큼 벅차고 아련하고 감동적인 음악과 영상이다.. 😢,2023-08-30T02:21:31Z,그냥 전주만 나와도 눈물 버튼   그냥 말로 다 표현할 수 없을만큼 벅차고 아련하고 감동적인 음악과 영상이다    
1,검은사막,BM,(검은사막M) 검은사막 모바일도 확률?? 확실한 전수 조사 부탁드립니다.,ㅋㅋㅋㅋㅋ....겜접어야 맘편함,2021-02-28T11:45:49Z,ㅋㅋㅋㅋㅋ    겜접어야 맘편함
1,리니지,사운드,추억의 옛날 리니지 BGM 메인 테마 Memory of Lineage (Piano cover),너무 좋아요... 그것도 최근에 올려주신 따끈따끈한연주.. 추억을 회상하게 만들어주셔서 고맙습니다.,2018-05-25T17:27:29Z,너무 좋아요    그것도 최근에 올려주신 따끈따끈한연주   추억을 회상하게 만들어주셔서 고맙습니다 
1,제2의나라,BM,[제2의 나라] 파트너기념 뽑기!! 50만원 추가현질! 총 과금액 500만원▲ #아무래도미끼를문것같다,새벽에 잠결에 6->7 50%인줄 모르고 눌렀다가 실패했는데 여기 동지가..,2021-07-31T05:55:39Z,새벽에 잠결에 6  7 50 인줄 모르고 눌렀다가 실패했는데 여기 동지가  
1,리니지,게임성,추억의 서먼 몬스터가 이렇게 바뀌었습니다. [리니지 태산군주],20년전 서먼법사는 카리찍고 버그 7~8마리 끌면 간지쩔었는데 ㅎㅎㅎ,2020-12-30T04:29:59Z,20년전 서먼법사는 카리찍고 버그 7 8마리 끌면 간지쩔었는데 ㅎㅎㅎ
1,로스트아크,운영,[로스트아크] 2023년 7월 19일 업데이트 내역 살펴보기,점점 편해져서 좋다,2023-07-19T18:59:14Z,점점 편해져서 좋다
1,제2의나라,게임성,[제2의나라] ※긴급영상※ 부캐 하루만에 전부 40레벨 찍는 폭렙 경험치 부스팅 방법 - 버그 or 시스템 오류인가요? - 절대 따라하지 마세요,골드수급때문에 불필요ㅋㅋㅋ,2021-06-21T00:05:45Z,골드수급때문에 불필요ㅋㅋㅋ
1,제2의나라,그래픽,[제2의나라]💯제2TV쇼 3회 체크리스트 12가지 핵심만짧게보기 /  니노쿠니 二之國 Ni no Kuni CROSS WORLDS,마재형 겜잘알 ㅋㅋㅋ,2021-08-03T18:38:28Z,마재형 겜잘알 ㅋㅋㅋ
1,메이플,게임성,"뭐? 비키니? 뭐? 디렉터님이? [트게더,로스트아크,메이플스토리]",6:26:47 표정 ㅋㅋㅋㅋㅋㅋㅋ,2023-08-07T08:42:56Z,표정 ㅋㅋㅋㅋㅋㅋㅋ
1,메이플,BM,"무자본이 메소 획득량 100% 맞추는 법 (메획, 무과금, 메이플스토리)",조회수 반의 반토막이네 이게 성별의 중요성인가ㅋ,2022-11-04T05:56:13Z,조회수 반의 반토막이네 이게 성별의 중요성인가ㅋ
1,검은사막,무소속,"검은사막 개떡상 근황. 신규 유저들 막피한 고인물 PK유저 강력제재, 진실은? | 센터로드TV",옳은 방향이지 막피가 정상인가? ㅋㅋ 원래 그런 게임이 어딨어 ㅋㅋ 인성 터진거지,2023-07-25T22:12:38Z,옳은 방향이지 막피가 정상인가  ㅋㅋ 원래 그런 게임이 어딨어 ㅋㅋ 인성 터진거지
1,리니지,게임성,이것이 리니지 레전드다!! 13억 감사합니다. feat.월드 공성전  [태산군주],이게머고 ㅋㅋㅋㅋ존나유치해보이는데 몇억을 태워??,2021-09-11T22:27:14Z,이게머고 ㅋㅋㅋㅋ존나유치해보이는데 몇억을 태워  
1,로스트아크,게임성,로스트아크 | 1렙 부터 시작했을때 꼭 필요한 초보자 가이드! + 점핑 사용법 : 앙리형 몰디언니,ㅎㅎㅎ 로아하다가 원신했는데 ㅋㅋ 다시 요즘 떡상하나보네요.. 홀나가 컨트롤이 재밌죠 ㅋㅋㅋ,2021-03-24T08:27:46Z,ㅎㅎㅎ 로아하다가 원신했는데 ㅋㅋ 다시 요즘 떡상하나보네요   홀나가 컨트롤이 재밌죠 ㅋㅋㅋ
1,메이플,사운드,23/03/15 테섭 배틀메이지 밸런스패치 리뷰 [메이플스토리 흐륜],아니 배경음악 엄청 크길래 줄였는데 왜케 작아짐;;,2023-03-20T11:14:37Z,아니 배경음악 엄청 크길래 줄였는데 왜케 작아짐  
1,신의탑,사운드,신의탑 랭킹 1위 드디어 밝혀지는 펜타미넘의 정체?!,여기서 쓰이는bgm음악 제목이 머에염?,2021-02-23T19:13:47Z,여기서 쓰이는bgm음악 제목이 머에염 
1,메이플,사운드,메이플 명곡 bgm 33선 작업용 브금,블퀸 피에르 음악이 저렇게 좋은음악이였냐 ㅋㅋㅋㅋㅋ,2020-09-04T15:34:49Z,블퀸 피에르 음악이 저렇게 좋은음악이였냐 ㅋㅋㅋㅋㅋ
1,배틀그라운드,BM,"""세계최초"" Mk14 재환불 방지 영상 l 배그홈쇼핑",5:54 여기서 빵터졌넼ㅋㅋㅋㅋㅋ,2021-09-08T10:19:54Z,여기서 빵터졌넼ㅋㅋㅋㅋㅋ
1,검은사막,BM,"(검은사막M) 신규유저 🔴육성 중간 점검🔴 한번 비교해보세요 🔳무과금 10일차 전투력 25,512🔳",검사모 일타강사ㄷㄷㄷ 속이 뻥 뚫리는 18층 복귀자ㅋㅋㅋ,2023-02-24T17:34:30Z,검사모 일타강사ㄷㄷㄷ 속이 뻥 뚫리는 18층 복귀자ㅋㅋㅋ
1,메이플,운영,"🤔메이플 리부트 논란 이후, 어떻게 되었을까? [메이플 리부트, E스포츠, 핵고소, 게임법]",엠생들 엠생겜때문에 화내노ㅋㅋ,2023-03-08T06:22:26Z,엠생들 엠생겜때문에 화내노ㅋㅋ
1,신의탑,운영,[빠더너스x넷마블] 누가 봐도 신의 탑 팬심 못 감추는 기자... (레전드 방송사고) (이벤트 종료),ㅋㅎㅋㅎㅋㅎ 반팔 와이셔츠에 난닝수 비피는거 개킹ㅋㅎㅋㅎ,2023-07-20T10:36:20Z,ㅋㅎㅋㅎㅋㅎ 반팔 와이셔츠에 난닝수 비피는거 개킹ㅋㅎㅋㅎ
1,리니지,BM,"[만만] 리니지M 하이엘프 업데이트, 만만 연구소 OPEN 25억 과금 요정으로 신화기사 몇 초컷?! 타격감 실험, 라바 8서버",와 오랜만에 이 영상 봤는데 만만이형 왤케 기술적으로 잘 까부냐 ㅋㅋㅋㅋㅋㅋ,2023-06-08T17:15:04Z,와 오랜만에 이 영상 봤는데 만만이형 왤케 기술적으로 잘 까부냐 ㅋㅋㅋㅋㅋㅋ
1,메이플,사운드,메이플스토리 약빤 브금,킬포가 몇개야야 미친ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2023-11-07T13:36:05Z,킬포가 몇개야야 미친ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1,메이플,게임성,옛날 메이플스토리 대난투 PK영상,Pvp에 맞게 스킬 능력 조금 손봐주거나 몇몇 범위스킬 제외해서 지금 내면 개재미있게 할듯 하네요,2023-01-24T17:10:35Z,Pvp에 맞게 스킬 능력 조금 손봐주거나 몇몇 범위스킬 제외해서 지금 내면 개재미있게 할듯 하네요
1,메이플,BM,"무자본,뉴비 유니온육성 1~200사냥터 가이드, 고인물이 추천하는 메이플 꿀사냥터[메이플스토리, 사냥터추천, 유니온, 하이퍼버닝]",위험한 쓰레기장 175부터 입장가능하네요,2023-08-19T15:25:19Z,위험한 쓰레기장 175부터 입장가능하네요
1,메이플,조작,자버프로 6차 올맥뎀을 띄워버리는 뜨거운직업..ㄷㄷ불독 6차 체험 맛있따;; [메이플스토리/명훈],은월 9만대랑 클타임 시간 반토박이상차이나네 ㅋㅋ;;;,2023-10-10T00:02:22Z,은월 9만대랑 클타임 시간 반토박이상차이나네 ㅋㅋ   
