labels,동영상 제목,댓글,댓글 작성일,PRO
1,"【신의 탑 무소과금 필수팁-2】 s장비 구매, 전용장비등 이 중 하나는 몰라서 후회합니다.. 티어표보다 중요해요! | 신의탑 새로운 세계 공략",뀨님 공략은 대충 이것저것 짜집기 또는 카더라 이런거 일절없이 직접 본인이 헤딩하고 연구하고 분석하면서 정리한 내용이라 언제나 신뢰도 100프로임다. 좋아요 꾹꾹~,2023-08-14T06:01:29Z,뀨님 공략은 대충 이것저것 짜집기 또는 카더라 이런거 일절없이 직접 본인이 헤딩하고 연구하고 분석하면서 정리한 내용이라 언제나 신뢰도 100프로임다  좋아요 꾹꾹 
1,"【신의 탑 무소과금 심화팁】 이거면 누구나 16챕터 가능합니다!  부유석, 주혼의 구슬 사용팁등 모든 팁 모음  | 신의 탑 새로운 세계","와.. 액션캠은 진짜 꿀팁이네용!!
15층 간신히와서 안하고잇엇는데 잘밀어볼게용 >^< 감사합니당!!",2023-08-05T04:33:13Z,와   액션캠은 진짜 꿀팁이네용   15층 간신히와서 안하고잇엇는데 잘밀어볼게용     감사합니당  
 ,검은사막(BDO) 뉴비신가요? 이거 알고 편하게 게임하세요!,복귀유저인데 지금껏 본 공략영상들 중 최고쓰입니다 앙앙,2023-01-24T12:12:56Z,복귀유저인데 지금껏 본 공략영상들 중 최고쓰입니다 앙앙
1,"【신의 탑 무소과금 심화팁】 이거면 누구나 16챕터 가능합니다!  부유석, 주혼의 구슬 사용팁등 모든 팁 모음  | 신의 탑 새로운 세계","하츠 풀돌이후 엔도르시 추천 드려요. 해보니까 밤 보단 2번째 딜러 키우고 밤 뽑는게 좋아 보이더라구요. 랭커 아레나,  스토리 밀때등 링크 렙만 되면 하츠 혼자서도 1파티 캐리 가능한데 2파티는 딜러를 안키웠으니 상당히 힘들어요",2023-08-06T05:25:07Z,하츠 풀돌이후 엔도르시 추천 드려요  해보니까 밤 보단 2번째 딜러 키우고 밤 뽑는게 좋아 보이더라구요  랭커 아레나   스토리 밀때등 링크 렙만 되면 하츠 혼자서도 1파티 캐리 가능한데 2파티는 딜러를 안키웠으니 상당히 힘들어요
1,【베일드 엑스퍼트】VX 경쟁전 티어? 이걸로 종결하겠습니다!,으아 벌써기대된당,2022-12-02T04:30:06Z,으아 벌써기대된당
1,"【베일드 엑스퍼트】 죽은 줄 알았는데, 열일하면 생기는 일",개발자 분들 그동안 개발에 매진해주셔서 감사합니다. 앞으로는 게이머와 함께 가봐요!!! ㅠㅠ 진짜 오랜만이에요!!!,2022-11-14T03:10:44Z,개발자 분들 그동안 개발에 매진해주셔서 감사합니다  앞으로는 게이머와 함께 가봐요    ㅠㅠ 진짜 오랜만이에요   
1,"【베일드 엑스퍼트】 따라만 해도 VX 쉽게 이길 수 있다! 뉴비를 위한 VX 가이드 1편 - 교전방식, 신맵 꿀자리",우왕 벌써 올라와떠 😃👍,2023-04-04T06:16:24Z,우왕 벌써 올라와떠   
1,"【바람의나라: 연】2020.08.12 업데이트 상세리뷰  [밸런스패치, 과금추천, 필수임무, 편의성개선]",진짜 정보정리 깔끔하십니다! 응원해요~,2020-08-12T12:22:37Z,진짜 정보정리 깔끔하십니다  응원해요 
1,"【바람의나라: 연】1차승급 미리보기 상세분석 1탄 [산적굴, 스킬, 밸런스] 전사,도사 버리지마세요",분석 감사합니다! 오늘도 잘보고가요!,2020-08-15T13:48:05Z,분석 감사합니다  오늘도 잘보고가요 
1,"【리니지w】초보자, 무소과금 필수꿀팁 8가지 [직업추천, 변신획득법, 설정법, 몬스터체력바]",이게임 무과금꿀팁은 하루빨리 접는거임 핵과금러들한테 평생대주다가 고통속에 게임할껀데 뭔재미로 하냐;,2021-11-11T18:02:30Z,이게임 무과금꿀팁은 하루빨리 접는거임 핵과금러들한테 평생대주다가 고통속에 게임할껀데 뭔재미로 하냐 
1,【로아】돌을 처음 깎으려는 쌩뉴비들 필수영상,"2:23 현재 고대악세 세팅을 통해 최종 각인 333332가 가능하다보니 많은 사람들이 아드레날린2를 가져가기위해 유물등급 돌이 아드 고정에 원한, 저주받은 인형, 예리한 둔기 등 많은 사람들이 채용하는 각인 돌이면 꽤나 짭짤합니다. 특히 저주받은 인형, 아드레날린 돌의 경우 싸도 1500골에서 비싸면 최고 3천골까지 올라가는걸 봤기때문에 돌에 크게 욕심이 없다면 파는것도 괜찮습니다",2022-10-23T16:30:24Z,2 23 현재 고대악세 세팅을 통해 최종 각인 333332가 가능하다보니 많은 사람들이 아드레날린2를 가져가기위해 유물등급 돌이 아드 고정에 원한  저주받은 인형  예리한 둔기 등 많은 사람들이 채용하는 각인 돌이면 꽤나 짭짤합니다  특히 저주받은 인형  아드레날린 돌의 경우 싸도 1500골에서 비싸면 최고 3천골까지 올라가는걸 봤기때문에 돌에 크게 욕심이 없다면 파는것도 괜찮습니다
1,【검은사막】 신규 모험가 시즌 가이드 #2 (시즌 장비 강화편),덕분에 많이 도움됐어요 감사합니다,2023-08-03T12:05:01Z,덕분에 많이 도움됐어요 감사합니다
1,【 탬탬버린 】 - 메이플 딸깍 사냥 매드무비 찾아보기,"근데 호영하다가 라라하면 엄청 편하긴해
호영 극딜전에 쓸게 개 ㅅ발이라 그런것도 있고 라라 극딜이 좀 편한것도 있고",2023-11-05T03:23:39Z,근데 호영하다가 라라하면 엄청 편하긴해 호영 극딜전에 쓸게 개 ㅅ발이라 그런것도 있고 라라 극딜이 좀 편한것도 있고
1,"【 Lost Ark Soundtrack 】 로스트아크 명곡 OST 모음, Lost Ark OST - 별빛등대의 섬, Tale of Pletze, etc.",네 생의 가장 좋은 곡이다.....,2021-05-15T14:27:53Z,네 생의 가장 좋은 곡이다     
0,"검은사막 캐릭터 밸런스 1차 조정 후, 침소 후기(매화, 금수랑, 다크나이트, 란, 각성노바)",다른캐릭터들도 다해보시나요?,2023-11-09T08:31:10Z,다른캐릭터들도 다해보시나요 
1,【 2022.07.07 / 로스트아크 】 - 탬탬버린 다시보기,5:40:40 폭피 잘하는 편,2023-04-25T08:44:44Z,5 40 40 폭피 잘하는 편
1,【 2022.07.07 / 로스트아크 】 - 탬탬버린 다시보기,니나브 성향컷 고증 ㅅㅂ 개웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2022-07-23T11:14:03Z,니나브 성향컷 고증 ㅅㅂ 개웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1,『극한의 평딜은 극딜이다』초고수 고인물 섀도어 장인초대석! [메이플스토리/명훈],귀엽다 ㅋㅋㅋ,2023-01-30T18:31:13Z,귀엽다 ㅋㅋㅋ
1,「심포니 오브 메이플스토리 (Symphony of MapleStory)」 공연 실황 (Full Ver.),27:00 1:15:26 이건 몇 번을 들어도 진짜 가슴이 답답하고 노래에 쓸쓸함이 있어서 심금을 울리네,2023-10-22T04:46:17Z,27 00 1 15 26 이건 몇 번을 들어도 진짜 가슴이 답답하고 노래에 쓸쓸함이 있어서 심금을 울리네
1,「심포니 오브 메이플스토리 (Symphony of MapleStory)」 공연 실황 (Full Ver.),I was not expecting to get so emotional during this show! Bravo Bravo Bravo !!!,2023-10-29T23:35:08Z,I was not expecting to get so emotional during this show  Bravo Bravo Bravo    
1,「심포니 오브 메이플스토리 (Symphony of MapleStory)」 공연 실황 (Full Ver.),Wonderful performance. Thank you for all your effort and practice. I can watch this video again and again.,2023-10-22T14:18:26Z,Wonderful performance  Thank you for all your effort and practice  I can watch this video again and again 
1,"「리부트 직업추천」 전직업 한줄평 통합본 [메이플스토리, 페이지]",님들 왜 갑자기 리부트기 인기가 많아짐?,2023-05-04T03:11:04Z,님들 왜 갑자기 리부트기 인기가 많아짐 
1,[헝그리앱TV] 천만 게이머의 감동! ‘몬스터길들이기2’가 온다,섭종기념으로왔습니다.,2023-08-31T08:21:56Z,섭종기념으로왔습니다 
1,[한자] 하이퍼버닝 중간점검 !! 지금 과연 내가 레벨업 잘 하고 있는걸까..? 딱!! 알려드릴게요 현재 레벨 몇 정도 되면 레벨260 무난하게 찍는지!! [메이플스토리],리부트에서 260달성했습다,2023-07-06T04:00:32Z,리부트에서 260달성했습다
1,[한자] 오늘 꼭 체크하세요!!! 그리고 내일부터 시작되는 업데이트 내용들 총정리!! (어느덧 뉴에이지 마지막 업데이트.. 참 시간이 빠르게 흘러갔네요..ㅎㅎ) [메이플스토리],"새총 보상 어제까지였네 ㄷㄷㄷ
이영상을 이제 봤네....",2023-08-09T19:41:11Z,새총 보상 어제까지였네 ㄷㄷㄷ 이영상을 이제 봤네    
1,[한자] 영웅 시점으로 다시 보는 『메이플스토리』 (메이플 영웅 무비) [메이플스토리],초등학교부터 나와 함께한 에반 프리드와 비교하지 말고 앞으로 나아가자 항상 곁에 또 성인이되서 본캐가 되어줘서 고마워,2023-05-25T07:56:52Z,초등학교부터 나와 함께한 에반 프리드와 비교하지 말고 앞으로 나아가자 항상 곁에 또 성인이되서 본캐가 되어줘서 고마워
1,[한자] 레벨 200까지 17분이면 된다고??? 전섭 최단 기록! 메린이도 가능한 가장 빨리 레벨 200찍는 법 직접 보여드리겠습니다. #제로백챌린지 [메이플스토리],역시. 메이플은 내가 할때보다 남이 하는거 보는맛이 크다,2023-08-09T06:18:05Z,역시  메이플은 내가 할때보다 남이 하는거 보는맛이 크다
1,[한국 게임사 시리즈] 넥슨 (상) 편,"우리는 넥슨을 사랑햇엇고 온갖 논란이 많앗지만 그래도 넥슨을 믿엇고 사랑햇기때문에 김정주 이사님을 잊지 않을것입니다
넥슨 게임을 만들어주셔서 감사합니다 사랑합니다
삼가 고인의 명복을 빕니다.",2022-07-13T07:19:25Z,우리는 넥슨을 사랑햇엇고 온갖 논란이 많앗지만 그래도 넥슨을 믿엇고 사랑햇기때문에 김정주 이사님을 잊지 않을것입니다 넥슨 게임을 만들어주셔서 감사합니다 사랑합니다 삼가 고인의 명복을 빕니다 
0,"검은사막 이쁜쓰레기, 란에 대해 알아보자.","안녕하세요 혹시 검은사막 공략같은거는 뭐라고 검색해야 나오나요?
검은사막 공략 이라고 쳐도 옛날거만 나와서.. 일단 가라는대로 가고 하라는대로 하는중인데 뭘 해야할지 모르겠어요",2021-09-11T10:37:34Z,안녕하세요 혹시 검은사막 공략같은거는 뭐라고 검색해야 나오나요  검은사막 공략 이라고 쳐도 옛날거만 나와서   일단 가라는대로 가고 하라는대로 하는중인데 뭘 해야할지 모르겠어요
0,검은사막 워리어 PVP BDO Warrior PVP,반태회가가 선딜 개선용으로 쓰는건가요? 아니면 다른 이유가 있나요,2023-07-26T06:15:44Z,반태회가가 선딜 개선용으로 쓰는건가요  아니면 다른 이유가 있나요
1,[피파온라인4] 240급여 도르트문트 금액별 스쿼드 (입문~1조),항상 유익한 영상 감사합니다! 현재 6000억 레알인데 혹시 6000억에서 추천 해주실 팀 있을까요??,2023-06-13T12:57:16Z,항상 유익한 영상 감사합니다  현재 6000억 레알인데 혹시 6000억에서 추천 해주실 팀 있을까요  
1,"[피파온라인4] 2023 썸머 쇼케이스, 여름 업데이트 안내",재밌쮸 재밌쮸~⚽️♥️,2023-05-25T10:04:09Z,재밌쮸 재밌쮸     
1,"[피파 23] 커리어 모드 세부 내용 발표! 클롭과 투헬 등 350명 이상의 실제 감독으로 플레이 가능, 선수 성격 유형 추가 등 - FIFA 23 관련 EA 공식 자료 기반",선생님 마지막 노래 무언가요?,2023-10-27T13:37:29Z,선생님 마지막 노래 무언가요 
1,[플레이리스트] 명곡이 다시 명곡으로,"00:00 Feeling Good - Muse (Nina Simone)
03:21 Can't Take My Eyes off You - Muse (Frankie Valli)
***깜짝놀람 주의***
06:55 Smooth Criminal - Alien Ant Farm (Michael Jackson)
***깜짝놀람 주의***
10:30 Beat it - Fall Out Boy (Michael Jackson)
14:22 Knockin' on Heaven's Door - Guns N' Roses (Bob Dylan)
20:00 With a Little Help from My Friends - Joe Cocker (The Beatles)
25:12 The Man Who Sold the World - Nirvana (David Bowie)
28:53 Hurt - Johnny Cash (Nine Inch Nails)",2023-05-03T22:52:44Z,00 00 Feeling Good   Muse  Nina Simone   03 21 Can t Take My Eyes off You   Muse  Frankie Valli      깜짝놀람 주의     06 55 Smooth Criminal   Alien Ant Farm  Michael Jackson      깜짝놀람 주의     10 30 Beat it   Fall Out Boy  Michael Jackson   14 22 Knockin  on Heaven s Door   Guns N  Roses  Bob Dylan   20 00 With a Little Help from My Friends   Joe Cocker  The Beatles   25 12 The Man Who Sold the World   Nirvana  David Bowie   28 53 Hurt   Johnny Cash  Nine Inch Nails 
1,[킹오파 올스타] '도트 폭파'로 가볍게 41단계까지만 해보자 Feat. SS 쿠사나기 & 고우키 / 보스 쇼다운 Ω.루갈,Yeah and you need a lot of patience in order to get a good run,2022-10-06T17:27:01Z,Yeah and you need a lot of patience in order to get a good run
1,[카라] 리니지M 레벨60~75구간 득템 렙업 사냥터 정리뉴비가이드  l 카라리니지m  lineagem 天堂m,요즘꺼보다이거보니까 왜케오글거리노ㅋㅋㅋ,2022-10-10T01:55:39Z,요즘꺼보다이거보니까 왜케오글거리노ㅋㅋㅋ
0,검은사막 세계관요약 서양형 여성캐릭터 직업별 스토리및 설정,ㅠㅠ감기 걸리셨나요..? 목소리가 살짝 변한것 같아서요 ㅠㅠ 영상 잘 보고있습니다 건강 챙기면서 만드세요 ㅠㅠ,2022-12-21T05:40:50Z,ㅠㅠ감기 걸리셨나요    목소리가 살짝 변한것 같아서요 ㅠㅠ 영상 잘 보고있습니다 건강 챙기면서 만드세요 ㅠㅠ
1,"[추억의온라인게임] 1998년 출시 어둠의전설 [최근근황,전지적뉴비시점]",오늘 집가서 한번해봐야겠다 ㅋㅋ추억돋네요,2023-10-28T05:10:08Z,오늘 집가서 한번해봐야겠다 ㅋㅋ추억돋네요
1,[짤툰 오리지널] 해킹 당한 썰,1:13 여기서 존나 웃기네,2023-02-17T05:43:59Z,1 13 여기서 존나 웃기네
1,[짤툰 오리지널] 2070년 메이플스토리,이제 떡상가즈아,2023-06-30T09:47:23Z,이제 떡상가즈아
1,[주넥추] EP.3 특파원 I 넥슨x이스타TV I FIFA 온라인4,이것만기다렸다면 개취,2022-11-22T10:31:53Z,이것만기다렸다면 개취
1,[제2의나라]현금 4천만원 150만다이아 뽑기 확률은 12시간 결과물 공개!   정리왕깨비    二之國/Ni no Kuni,4천으로 투력 15만ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2021-07-16T01:27:48Z,4천으로 투력 15만ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1,[제2의나라]장비 각인을 해보자!,브더하세요. 두번하세요,2022-03-28T18:35:09Z,브더하세요  두번하세요
1,[제2의나라]원작에 숨겨진 이야기/니노쿠니/이스터에그/TMI,잼있네여 ㅎㅎ,2022-02-22T16:08:33Z,잼있네여 ㅎㅎ
1,[제2의나라] 재미 있었을까?  제2의나라 후기,흐엥 전 재밌어서 시간 가는줄 모르고 하는데ㅠㅠㅠㅠㅠ…,2021-06-16T18:06:34Z,흐엥 전 재밌어서 시간 가는줄 모르고 하는데ㅠㅠㅠㅠㅠ 
1,[제2의나라] 이제 진짜 딜러가된다!! 무기가늘어나네!1주년이벤트대박!,넌 이거할때가 전성기였던것같다ㅜ,2022-06-30T15:23:20Z,넌 이거할때가 전성기였던것같다ㅜ
1,[제2의나라] 원신급 초호화 성우 캐스팅! 진격의 거인 '리바이' 성우 '카미야 히로시' 외 피슬과 클레 성우도 참여! [1편 일본어 성우편] | 넷마블X지브리,카밍쪼아,2021-05-28T11:18:52Z,카밍쪼아
1,"[제2의나라] '애니명가'지브리와 넷마블의 야심작! ""제2의나라"" 알아보기",꼭 해야쥐,2021-04-15T07:27:29Z,꼭 해야쥐
1,"[제2의나라] '애니명가'지브리와 넷마블의 야심작! ""제2의나라"" 알아보기",너무 기대됩니다!!!!!!!!!!!!!!,2021-04-15T07:23:33Z,너무 기대됩니다              
1,[제2의나라] 사냥 효율을 2배로 올릴 8가지 무과금 셋팅가이드 -  꼭 지켜주세요,다 좋은데 게임 단위가 너무높아요...디아블로3 꼴 나겠는데... 벌써부터 천단위인데... 체력은 만단위고... 0 2개는 빼고 시작하면 좋을꺼같은데.. 아쉽,2021-06-13T15:01:32Z,다 좋은데 게임 단위가 너무높아요   디아블로3 꼴 나겠는데    벌써부터 천단위인데    체력은 만단위고    0 2개는 빼고 시작하면 좋을꺼같은데   아쉽
1,"[제2의나라] 무과금,소과금 이마젠 선택과 사냥 배치방법 (짤팁 이마젠 3번 스킬의 오해)",고민 해결,2021-07-19T06:52:31Z,고민 해결
1,"[제2의나라] 뉴비 꿀팁, 공략 ! 스킬편! 속성, 직업별 추천 스킬, 스킬 파밍 장소",제2의나라 오랜만에 복귀해서 힘들었는데 항상 도움이되는 영상 올려주셔서 너무너무 감사합니다!!!,2022-01-25T13:17:21Z,제2의나라 오랜만에 복귀해서 힘들었는데 항상 도움이되는 영상 올려주셔서 너무너무 감사합니다   
1,"[제2의나라] 뉴비 공략, 이제 막 시작하는 뉴비들을 위한 영상",오늘 시작한 뉴비예요 좋은 영상 감사합니다 구독 박고 가요♥,2022-01-17T06:27:19Z,오늘 시작한 뉴비예요 좋은 영상 감사합니다 구독 박고 가요 
1,"[제2의나라] 뉴비 공략, 이제 막 시작하는 뉴비들을 위한 영상",오늘 해볼려ㅕ는데 꿀팁 감사하빈다!!❤,2022-01-25T08:54:43Z,오늘 해볼려ㅕ는데 꿀팁 감사하빈다   
1,"[제2의나라] 갓겜으로 변한 제2의나라 준비사항 5가지 - 4성무기 선택, 스킬북파밍 준비","(수정) 4성 물무기 부가 효과를 버스트 스킬로 설명 -> 스폐셜 스킬 대미지 증가 / 그래도 4성 무기 추천은 불, 나무입니다",2021-06-26T01:28:55Z, 수정  4성 물무기 부가 효과를 버스트 스킬로 설명    스폐셜 스킬 대미지 증가   그래도 4성 무기 추천은 불  나무입니다
1,"[제2의나라] 갓겜으로 변한 제2의나라 준비사항 5가지 - 4성무기 선택, 스킬북파밍 준비",꾸벅,2021-06-26T00:42:49Z,꾸벅
1,"[제2의나라] 40만원으로 최종 이마젠, 무기 뽑았습니다 - 뽑기 확률 + 과금 bm 최종 공개","쵸피님 같은 동생 있었으면.ㅎ
제가 나이가 있다보니 동생 이라는
표현 했으니 오해없으시길.ㅎ
겜 이해도 높고 리액션도 좋고
진지할때는 진지하고
무엇보다 분석력이 최고임",2021-06-12T02:25:18Z,쵸피님 같은 동생 있었으면 ㅎ 제가 나이가 있다보니 동생 이라는 표현 했으니 오해없으시길 ㅎ 겜 이해도 높고 리액션도 좋고 진지할때는 진지하고 무엇보다 분석력이 최고임
1,[제2의나라 겜공의 크리스마스 이벤트 입상작 투표부탁해유][二之國：交錯世界][NiNoKuni:Cross Worlds-Event] [TIP][제2의나라EVENT,"♥ <1번> ♥ 
지금 코로나 및 자유 외출이 힘든 시기에 모두가 동감할 수 있는 힘이 되어주는 아이디어가 너무 좋습니다.
1)   모든 분들이 좋아 할만한  외부 농장 인테리어 통해 시각적인 신선함,
2)   규칙적인 구도 매치
3)   농작물을 열심히 키워 상점에서 새싹 포인트로 텐트 구매했을 '노력 부분'

♥ 사실 제가 이런 인테리어 너무 좋아해욤  ♥  ☆ MERRY CHRISTMAS ☆",2021-12-25T05:49:42Z,   1번     지금 코로나 및 자유 외출이 힘든 시기에 모두가 동감할 수 있는 힘이 되어주는 아이디어가 너무 좋습니다  1    모든 분들이 좋아 할만한  외부 농장 인테리어 통해 시각적인 신선함  2    규칙적인 구도 매치 3    농작물을 열심히 키워 상점에서 새싹 포인트로 텐트 구매했을  노력 부분     사실 제가 이런 인테리어 너무 좋아해욤       MERRY CHRISTMAS  
1,"[제2의 나라] 히사이시 조, 제2의 나라를 지휘하다_30s",7대죄도그렇고 스토리는 대단함,2021-04-26T09:24:44Z,7대죄도그렇고 스토리는 대단함
1,"[제2의 나라] 히사이시 조, 제2의 나라를 지휘하다",그래...어쩐지 넷마블 게임치고 노래가 너무 좋더라,2021-06-14T14:29:24Z,그래   어쩐지 넷마블 게임치고 노래가 너무 좋더라
1,[제2의 나라] 지브리 감성 히사이시조 작곡 Cross Worlds OST 마림바 커버 (Marimba Cover),토끼 악세서리와 뒤에 나무 배경이 잘 어울리시는군요~! 제2의 나라 브금이랑 새 소리는 힐링하기에 좋은거 같습니다.,2021-06-20T14:37:09Z,토끼 악세서리와 뒤에 나무 배경이 잘 어울리시는군요   제2의 나라 브금이랑 새 소리는 힐링하기에 좋은거 같습니다 
1,[제2의 나라] 신규 스토리 업데이트,재밌게 하고 있어요 그래도 유저요구안 어느정도라도 들어주는 팀,2022-01-27T13:22:04Z,재밌게 하고 있어요 그래도 유저요구안 어느정도라도 들어주는 팀
1,[제2의 나라] 쉬운 가이드 영상 1화 - 클래스,강추합니다👍,2021-06-10T01:45:47Z,강추합니다 
1,[제2의 나라] 쉬운 가이드 영상 1화 - 클래스,오호,2021-06-09T10:52:50Z,오호
1,[제2의 나라] 쉬운 가이드 영상 1화 - 클래스,오호,2021-06-09T10:52:50Z,오호
1,거위 바이러스 키우다가 진짜 해킹됐습니다... 망했습니다,오리 재미있겠다ㅋㅋ,2021-01-22T16:25:07Z,오리 재미있겠다ㅋㅋ
1,[제2의 나라] 쉬운 가이드 영상 1화 - 클래스,해볼만하겠어,2021-06-09T11:38:19Z,해볼만하겠어
1,[제2의 나라] 대전쟁의 서막 업데이트!,제2의나라 막피의 서막 업데이트,2021-08-19T14:46:40Z,제2의나라 막피의 서막 업데이트
1,"[제2의 나라] 거구의 전사, '디스트로이어' 등장!",댓글 개웃기네ㅋㅋㅋㄱㅋㅋㅋㅋㅋㅋㄱㄱㅋㄱㅋㄱㅋㅋㅋㅋㅋㄱㅋㄱㅋㄱㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2021-06-21T04:45:25Z,댓글 개웃기네ㅋㅋㅋㄱㅋㅋㅋㅋㅋㅋㄱㄱㅋㄱㅋㄱㅋㅋㅋㅋㅋㄱㅋㄱㅋㄱㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1,[제2의 나라] New to this World?,0:20 부터 너무 좋다 음색도 좋고 중독성 쩔어...😍,2023-06-14T16:40:39Z,0 20 부터 너무 좋다 음색도 좋고 중독성 쩔어    
1,[제2의 나라] AI모드는 뭘까? 무료? 유료? 과금?,DJYK69 추천하고 탈것 코스튬 받아가세영,2021-06-09T23:57:48Z,DJYK69 추천하고 탈것 코스튬 받아가세영
1,[제2의 나라] 2월에도 역시 제2의 나라! 2월에도 역시 제2의 나라!,"2022년 2월 22일 2라니 2건 참 귀하군요
2022년 2월 22일 2라니 2건 참 귀하군요",2022-02-06T11:28:48Z,2022년 2월 22일 2라니 2건 참 귀하군요 2022년 2월 22일 2라니 2건 참 귀하군요
1,[제2의 나라] 2월에도 역시 제2의 나라! 2월에도 역시 제2의 나라!,2022년도2월22일에 게임에 접속하면 2벤트로 2벤트 쿠폰은 222장을 준다,2022-02-22T03:09:18Z,2022년도2월22일에 게임에 접속하면 2벤트로 2벤트 쿠폰은 222장을 준다
1,[정보]어둠의전설 패치후 떡락템정리..(호갱노노),형 요약고마워,2020-06-12T17:23:29Z,형 요약고마워
1,[이슈] 사냥으로 생긴 직업간 격차?? 『직업별 사냥 밸런스』 논란,팔라딘 유저는 그저 웁니다,2023-08-24T12:11:28Z,팔라딘 유저는 그저 웁니다
1,[이슈] 메이플스토리 『변동확률 의혹』 논란 정리,뉴비 버프는 실제로 있는거 같음 나도 이번에 리부트에 하이퍼로 시작한건데 도미1개 블빈2개 파풀마1개 2주만에 먹었음,2023-07-17T16:48:56Z,뉴비 버프는 실제로 있는거 같음 나도 이번에 리부트에 하이퍼로 시작한건데 도미1개 블빈2개 파풀마1개 2주만에 먹었음
1,[이벤트]어둠의전설 구독자 2천명 감사이벤트,어둠 안한지 10년 넘었는데 어둠하면 준희형이라고 머리속에 박혔습니다 간간히 영상보니까 홧팅,2020-06-01T23:02:42Z,어둠 안한지 10년 넘었는데 어둠하면 준희형이라고 머리속에 박혔습니다 간간히 영상보니까 홧팅
1,[워헤이븐] 프리 알파 테스트 영상 2 | [Warhaven] PRE-ALPHA TEST PLAY 2,쌉고수네 ㅋㅋ,2022-10-21T15:18:25Z,쌉고수네 ㅋㅋ
1,[워헤이븐] 넥슨 신규작 액션 타격감 진짜 미쳤습니다,진짜 찐으로 재밌습니다!!!!!,2023-10-03T15:00:43Z,진짜 찐으로 재밌습니다     
1,[워헤이븐] 16vs16 중세 백병전 워헤이븐 가디언 플레이,헤카림이 궁극기인가 보네요,2023-06-25T04:07:06Z,헤카림이 궁극기인가 보네요
1,강력추천 [게임 OST] 명곡 16선 모음 3탄 - 전투뽕이 차오르는 웅장하고 멋진 게임 음악 BGM,오디세이 처음 켰을때 브금이 너무 좋아서 게임도 안 하고 가만히 듣고 있었던 기억이 나네요,2022-08-04T14:07:28Z,오디세이 처음 켰을때 브금이 너무 좋아서 게임도 안 하고 가만히 듣고 있었던 기억이 나네요
1,[워헤이븐 스머떼쟁] 풍월량 빅헤드 짬타수아 케인 소니쇼 단군 그리고 최고령자,방패돌진이 진리,2023-09-30T07:15:26Z,방패돌진이 진리
1,[워헤이븐 스머떼쟁] 풍월량 빅헤드 짬타수아 케인 소니쇼 단군 그리고 최고령자,약체인 줄 알았는데 개잘핵,2023-09-29T11:30:15Z,약체인 줄 알았는데 개잘핵
1,[워헤이븐 스머떼쟁] 풍월량 빅헤드 짬타수아 케인 소니쇼 단군 그리고 최고령자,약체인 줄 알았는데 개잘핵,2023-09-29T11:30:15Z,약체인 줄 알았는데 개잘핵
1,[워헤이븐 스머떼쟁] 풍월량 빅헤드 짬타수아 케인 소니쇼 단군 그리고 최고령자,짬타눈나 처치할 때 제일 행복한 성회형 ㅋㅋㅋ,2023-09-29T08:28:26Z,짬타눈나 처치할 때 제일 행복한 성회형 ㅋㅋㅋ
1,[워헤이븐 스머떼쟁] 풍월량 빅헤드 짬타수아 케인 소니쇼 단군 그리고 최고령자,평균 연령 195세 노장투혼,2023-09-29T08:11:59Z,평균 연령 195세 노장투혼
1,[워헤이븐 스머떼쟁] 풍월량 빅헤드 짬타수아 케인 소니쇼 단군 그리고 최고령자,형 김관우 선수 스파5 금메달 스토리 좀 만들어줘,2023-09-29T05:31:11Z,형 김관우 선수 스파5 금메달 스토리 좀 만들어줘
1,[역대급 레전드] 현금 8000만원으로 1회 도전. 성공확률 14%,윗 집 진짜 ㄹㅇ 개불쌍 하닼ㅋㅋ,2022-10-20T22:44:57Z,윗 집 진짜 ㄹㅇ 개불쌍 하닼ㅋㅋ
1,[어둠의전설]경험치&어빌 50%증가! 경팔비할인30% 스킬습득비용 할인이벤!뮤레칸 강화확률 드랍확률증가! 메가장비 강화확률증가! 핫타임버프증가! 온타임 보상증가!,갓렌님 영상보고 시작해볼려는데 지금이 좋은시기일까요?,2023-10-12T11:05:43Z,갓렌님 영상보고 시작해볼려는데 지금이 좋은시기일까요 
1,[어둠의전설] 업데이트 티저 ‘어둠으로 돌아와’,제발 잘좀해주라..,2023-10-02T08:29:18Z,제발 잘좀해주라  
1,[어둠의전설] 어둠의전설 직업 추천! 요즘 대세 직업은?!,"좋은 정보 감사드려요!
이번 이벤트를 접하고 어둠을 처음 해보는데요. 지금 순수직자 체 30만/마력50만 인데 등반을 멈추고 체력을 더 투자해야할까요?
일단 1차 목표는 25단 혼탑발록 참여 인데 체/마를 몇정도로 맞추면 좋을까요!?",2023-10-16T02:55:04Z,좋은 정보 감사드려요  이번 이벤트를 접하고 어둠을 처음 해보는데요  지금 순수직자 체 30만 마력50만 인데 등반을 멈추고 체력을 더 투자해야할까요  일단 1차 목표는 25단 혼탑발록 참여 인데 체 마를 몇정도로 맞추면 좋을까요  
