labels,name,theme,동영상 제목,댓글,댓글 작성일,PRO
1,검은사막,무소속,전설의 귀농인 워터보이 검은사막,역시.. 샤이같은 노친네보단 용맹하고 듬직한 자이언트가 사랑♥입니다!,2023-11-03T15:50:51Z,역시   샤이같은 노친네보단 용맹하고 듬직한 자이언트가 사랑 입니다 
1,메이플,그래픽,메이플 🌟최고의 스킬 이펙트 Top20🌟,역시 뭔겜이던 그래픽팀이 게임을 살리는건 어디가나 똑같네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2022-03-28T09:06:43Z,역시 뭔겜이던 그래픽팀이 게임을 살리는건 어디가나 똑같네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1,리니지,조작,[리니지w] 활요정 레벨별 사냥터 가이드!,"오.,..오늘 올려주셧네요 감사합니다 ^^!",2021-11-22T17:32:24Z,오    오늘 올려주셧네요 감사합니다    
1,메이플,사운드,나름 잔잔한 메이플 BGM 2시간,오.. 개인적으로 여태 올려주신 리스트중에 제일 좋은거 같아요!! 감사합니다,2023-05-21T10:24:30Z,오   개인적으로 여태 올려주신 리스트중에 제일 좋은거 같아요   감사합니다
1,배틀그라운드,그래픽,배그 신규 스킨 유출 : PGC 2023 스킨 미리보기,오!!!너무 좋은데요??!!!,2023-09-30T13:40:24Z,오   너무 좋은데요     
1,검은사막,운영,검은사막 스토리 정리 그리고 새로운 이야기 어비스 원 마그누스 (PS4 PS5 / XO XSX / PC),오...붉은 사막 때문에 펄어비스에 관심이 조금 생겼는데 검은 사막도 계속해서 업데이드가 되고 있었군요 깔금한 정리 감사합니다. 이벤트 참여합니다!,2022-11-18T15:03:36Z,오   붉은 사막 때문에 펄어비스에 관심이 조금 생겼는데 검은 사막도 계속해서 업데이드가 되고 있었군요 깔금한 정리 감사합니다  이벤트 참여합니다 
1,리니지,게임성,[리니지w] 재미로 보는 린w 스토리 정리. (1편 말하는 섬의 광신도들),오!! 스토리 보면서 키웠는데도 이렇게 스토리 나레이션 깔아주시니 더 잼있네요 좋은 영상 감사합니다,2021-12-24T09:26:27Z,오   스토리 보면서 키웠는데도 이렇게 스토리 나레이션 깔아주시니 더 잼있네요 좋은 영상 감사합니다
1,검은사막,운영,검은사막 PVP입문자를 위한  기초 가이드,"오, 이번 솔라레 이벤트? 때문에 pvp 해볼까 생각중이었는데 좋은 영상 감사합니다.",2022-08-21T16:11:16Z,오  이번 솔라레 이벤트  때문에 pvp 해볼까 생각중이었는데 좋은 영상 감사합니다 
1,제2의나라,게임성,제2의나라 💰55만투력은 이제 힘들듯.. ? 골드+레시피 노가다장소💰 골드 부족현상 해결 二之國/Ni no Kuni,오 감사합니다!!!,2021-07-14T08:11:50Z,오 감사합니다   
1,검은사막,조작,"(검은사막M) 기본 컨트롤 강의 ""무빙캔슬,스킬캔슬"" 컨신컨왕 가즈아!!",오 감사합니다 ㅎㅎㅎ 이런 작은 디테일 하나가 승패를 결정 짓네요,2019-12-12T17:16:46Z,오 감사합니다 ㅎㅎㅎ 이런 작은 디테일 하나가 승패를 결정 짓네요
1,리니지,BM,리니지M 에스카로스 작위 퀘스트 이거 꼭 참고하세요! (추천 방법/최소 스펙/월드사냥/알면 좋은 정보) 天堂M LineageM,오 꿀팁이네요ㄱㅅ합니다,2022-01-25T00:29:53Z,오 꿀팁이네요ㄱㅅ합니다
1,메이플,조작,[메이플 팁] 메잘알은 알고 있는 데미지 스킨 깔끔하게 정리하는 법!,오 몰랐는데 감사합니다,2022-11-16T19:26:45Z,오 몰랐는데 감사합니다
1,제2의나라,운영,"[뚜껑TV]제2의나라 업데이트 전 꼭 해야할 것(업데이트 후 사라지는 재화 및 퀘스트, 상점 등)",오~왼전꿀팁이네요?저한테필요힌정보가득이네요구독조아여누르고갈게여~,2021-12-01T22:13:10Z,오 왼전꿀팁이네요 저한테필요힌정보가득이네요구독조아여누르고갈게여 
1,메이플,운영,[한자] 오늘 진짜 꼭 체크 할 것들!! + 내일부터 해야 할 것들 딱 정리해드릴게요! (이벤트 관련 꿀팁도 꼭 활용하세요~) [메이플스토리],오 캐시이동 개꿀이네용~ 내일부터 바빠지겠네용🥹(컬러링프리즘 두근두근!🩷),2023-09-20T04:44:40Z,오 캐시이동 개꿀이네용  내일부터 바빠지겠네용  컬러링프리즘 두근두근   
1,배틀그라운드,조작,"[신규코드포함]원피스 게임인데 몹 사냥은 없다??!! 이거 재밌네~ PVP전용 원피스게임 feat. 슈가tv [프루트 배틀그라운드, Fruit Battlegrounds]",오 할까말까고민했는데 감사합니당~~해야겠어염~~,2022-12-07T10:51:57Z,오 할까말까고민했는데 감사합니당  해야겠어염  
1,제2의나라,게임성,[제2의나라]💯보스잡을때 절때 안쓰러지는방법!! 롤로노아 조로인줄..니노쿠니 二之國 Ni no Kuni CROSS WORLDS,오늘 12시 보스 잡을 때 해봐야겠어요!! 우앙 감사합니다!,2021-07-06T22:27:47Z,오늘 12시 보스 잡을 때 해봐야겠어요   우앙 감사합니다 
1,검은사막,사운드,검은사막 패러디송 11탄 (With 징가),오늘 모든 노래를 듣고 마음을 다 잡고 다시 별무덤으로 뛰어갔습니다 감사합니다,2020-05-18T05:36:43Z,오늘 모든 노래를 듣고 마음을 다 잡고 다시 별무덤으로 뛰어갔습니다 감사합니다
1,로스트아크,BM,로스트아크 뉴비 직업추천 TOP5 및 직업순위 【 첫 캐릭터 시작하기 좋은 직업 추천 】,오늘 입문한 모코코입니다영상내용이 도움이 많이되었습니다 감사합니다,2023-06-26T00:22:06Z,오늘 입문한 모코코입니다 영상내용이 도움이 많이되었습니다 감사합니다
1,제2의나라,게임성,"[신작] 제2의나라, 지브리 감성 하나만으로도 찍먹 가치 충분",오늘 출시됐는데 자세한 분석 감사합니다! 일단 지브리 감성때문이라도 찍먹해봐야겠네요,2021-06-10T08:30:26Z,오늘 출시됐는데 자세한 분석 감사합니다  일단 지브리 감성때문이라도 찍먹해봐야겠네요
1,검은사막,무소속,검은사막(BDO) 뉴비신가요? 이거 알고 편하게 게임하세요!,오늘 퇴근 하고 영상 보면서 해야 겠어요 감사합니다 아재도 편하게 할수 있게 해줘서 고마워요,2023-01-27T04:01:16Z,오늘 퇴근 하고 영상 보면서 해야 겠어요 감사합니다 아재도 편하게 할수 있게 해줘서 고마워요
1,제2의나라,게임성,"[제2의나라] 뉴비 공략, 이제 막 시작하는 뉴비들을 위한 영상",오늘 해볼려ㅕ는데 꿀팁 감사하빈다!!❤,2022-01-25T08:54:43Z,오늘 해볼려ㅕ는데 꿀팁 감사하빈다   
1,리니지,사운드,리니지에서 가장 불쌍한 캐릭터 『데포로쥬』에 관한 8가지 캐릭터 TMI - 【게임인물탐색】#04,영상 끝나고 마지막 BGM나오는데 왜이렇게 눈물이 흐르는걸까요...추억과 낭만이 담긴 게임이라 그때 그당시가 그리워서 그러는가봅니다...,2022-08-15T08:58:16Z,영상 끝나고 마지막 BGM나오는데 왜이렇게 눈물이 흐르는걸까요    추억과 낭만이 담긴 게임이라 그때 그당시가 그리워서 그러는가봅니다   
1,로스트아크,BM,초보들이 놓치고 가는 로아계정운영 방법 총정리(개념 및 이해)  -로스트아크 [골목로아컨설팅],오늘도 시청해주셔서 감사합니다.  재밌는것들을 최대한 빨리 찾아 길게 봅시다 ~! 다들 지치지말고 화이팅 !재밌게보셨다면 추천과 구독 부탁드릴께요 !!,2023-06-11T06:35:10Z,오늘도 시청해주셔서 감사합니다    재밌는것들을 최대한 빨리 찾아 길게 봅시다    다들 지치지말고 화이팅   재밌게보셨다면 추천과 구독 부탁드릴께요   
1,메이플,게임성,깝죽대는 일베충 아케인무기 먹튀 했습니다ㅋㅋㅋ [신해조 메이플스토리],오늘도 영상 보러와주셔서 감사합니다 즐거운 주말 되세욤ㅎㅎ미세먼지 조심!,2019-01-26T02:59:42Z,오늘도 영상 보러와주셔서 감사합니다 즐거운 주말 되세욤ㅎㅎ미세먼지 조심 
1,로스트아크,무소속,로스트아크 공모전 당신의 1픽은?【 모코코 호크아이 최용 🐲 】,오늘도 영상 봐주셔서 정말 감사합니다!여러분들이 응원하고 있는 마음속 1픽은 아바타는?!,2023-05-16T22:21:34Z,오늘도 영상 봐주셔서 정말 감사합니다  여러분들이 응원하고 있는 마음속 1픽은 아바타는  
1,로스트아크,무소속,[로스트아크] Lv1~50까지 성장 가이드 2021년 최신판!,오늘도 영상 클릭해주셔서 감사드립니다 ^ㅅ^보시고 궁금하신 점은 언제든지 댓글 남겨주셔요~,2021-06-16T08:13:07Z,오늘도 영상 클릭해주셔서 감사드립니다  ㅅ   보시고 궁금하신 점은 언제든지 댓글 남겨주셔요 
1,신의탑,무소속,신의탑 웹툰 1화부터 3부 68화까지 2시간만에 다보기[줄거리 정주행 영상],오랜만에 많은 수의 좋아요 감사드립니다.고생한만큼 보람이 넘쳐나고 있습니다ㅎㅎ덕분에 다시 2만명이 되었네요..!! 주신 관심과 사랑 잊지 않겠습니다 : ),2021-10-17T08:53:50Z,오랜만에 많은 수의 좋아요 감사드립니다  고생한만큼 보람이 넘쳐나고 있습니다ㅎㅎ 덕분에 다시 2만명이 되었네요      주신 관심과 사랑 잊지 않겠습니다    
1,리니지,BM,[리니지M] 무소과금에게 추천하는 사기 캐릭터 뇌신 클래스 리뷰 (2023 리니지M 클래스 리뷰 1편),영상 항상 재밌게 보고 있습니다. 정보 오류가 있는데 근거리 캐릭의 첫 선점기는 썬더볼트가 아닌  암기의 다크블레이드 입니다.,2023-05-14T10:48:33Z,영상 항상 재밌게 보고 있습니다   정보 오류가 있는데 근거리 캐릭의 첫 선점기는 썬더볼트가 아닌  암기의 다크블레이드 입니다 
1,로스트아크,무소속,[로스트아크]계정생성부터 1302레벨까지 - 뉴비가이드1,오베때 한달정도 하다가 접었었는데요영상 오프라인 저장했습니다다시한번 시작해보겠습니다감사합니다,2023-08-07T12:32:40Z,오베때 한달정도 하다가 접었었는데요 영상 오프라인 저장했습니다 다시한번 시작해보겠습니다 감사합니다
1,검은사막,무소속,검은사막(BDO) 미리보는 전승스킬 쿠노이치편(Kunoichi),오오 감사합니다 !!!!!,2019-11-21T22:41:19Z,오오 감사합니다      
1,검은사막,게임성,검은사막 온라인(BDO)이전 스토리 & 역사 검은돌과 30년전쟁,오오 이런 채널이.. 재미있게 잘 볼게요 감사합니당 12초 뭐에요 근데 갑자기 댓글쓰는데 깜놀했음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2023-04-01T07:50:47Z,오오 이런 채널이   재미있게 잘 볼게요 감사합니당 12초 뭐에요 근데 갑자기 댓글쓰는데 깜놀했음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1,메이플,운영,[메이플] 윈브 & 캡틴 밸런스 패치 리뷰! 여신의 축복 사용법까지!!,오우 이번 밸패영상 잘봤어용! 저도 메여축 2스텍까지 모을수 있는거 보고는 좀 좋아진거 같더라구용 글고 에르다 샤워가 설치기로 나온것도 사냥 좀 힘든 직업은 좋을거 같습니다!,2022-08-30T00:51:26Z,오우 이번 밸패영상 잘봤어용  저도 메여축 2스텍까지 모을수 있는거 보고는 좀 좋아진거 같더라구용 글고 에르다 샤워가 설치기로 나온것도 사냥 좀 힘든 직업은 좋을거 같습니다 
1,로스트아크,그래픽,로아 레이드와 와우 레이드는 무엇이 다를까?? 그리고 간수 네임드 다시보기 와우 레이드 설명회 1부 l 레니아워 월드오브워크래프트,예나 지금이나 그래픽만 좋았어도 찍먹 한번쯤은 해봤을텐데 이런 서양 RPG 감성이 나한테는 너무 진입장벽이라..,2023-10-25T11:35:16Z,예나 지금이나 그래픽만 좋았어도 찍먹 한번쯤은 해봤을텐데 이런 서양 RPG 감성이 나한테는 너무 진입장벽이라  
1,리니지,조작,[리니지 원큐] 리니지 +10벨트 샀습니다 데미지 감소-17 이거 미쳤습니다,예전 요정하는것보다 지금 방송이  몇배는 더 재미있음  편집자 졸라 잘 구했고~!,2021-03-06T23:01:15Z,예전 요정하는것보다 지금 방송이  몇배는 더 재미있음  편집자 졸라 잘 구했고  
1,검은사막,BM,(검은사막M) 신규유저 극한의 효율 사냥법 🔴레벨업 멈춰🔴  #무과금 #초보 2022-08-01,오히려 더 듣기 좋아 이해하기 쉬운것같아요 잘 설명해주시는것같아요ㅎㅎ,2022-07-31T15:53:31Z,오히려 더 듣기 좋아 이해하기 쉬운것같아요 잘 설명해주시는것같아요ㅎㅎ
1,제2의나라,사운드,넷마블(Netmarble) - 제2의나라(Cross Worlds) Game OST Suite for Orchester,올댓뮤직 콘서트 실황  감사하게 편하게 감상하였습니다.,2022-05-27T05:56:00Z,올댓뮤직 콘서트 실황  감사하게 편하게 감상하였습니다 
1,배틀그라운드,그래픽,신규 맵 비켄디(Vikendi) 공식 트레일러 - CG 편 | 배틀그라운드,예전에도 봤지만 지금 봐도 재밌는걸,2020-05-29T17:11:57Z,예전에도 봤지만 지금 봐도 재밌는걸
1,검은사막,게임성,[검은사막] 66렙업의 비밀 (허수아비와 춤을) & 500 구독자 감사인사,옹! 꿀정보 구독 누르고갑니당 :),2023-01-06T06:44:46Z,옹  꿀정보 구독 누르고갑니당   
1,로스트아크,무소속,"[로스트아크] 환경설정 이거 하나만 바꿔보세요!『꿀팁,환경설정법』",와... 저거 하나 껐다고 눈 피로도가 확 줄어드네요! 감사합니다!,2022-01-11T03:08:43Z,와    저거 하나 껐다고 눈 피로도가 확 줄어드네요  감사합니다 
1,로스트아크,사운드,늑대의 노래 합창ver. (Song of Wolf) 1시간 반복재생 / LOST ARK Official Soundtrack,옛 부터 이런노래가 있었다면 강국이다,2022-06-03T11:46:11Z,옛 부터 이런노래가 있었다면 강국이다
1,배틀그라운드,조작,🔫배그 통곡의다리 오토바이로 쉽게 통과하는 법?!! [ 배틀그라운드 직업메타 ] - 악동 김블루,옛날배그 대단했네.....유튜브의 알고리즘이 2년전 추억으로 이끝었다..,2020-04-05T06:57:23Z,옛날배그 대단했네     유튜브의 알고리즘이 2년전 추억으로 이끝었다  
1,로스트아크,무소속,스커 뇌호격을 '반대로' 써야하는 이유 | 로스트아크,와...이걸이제아네...감사합니다,2022-10-18T20:26:20Z,와   이걸이제아네   감사합니다
1,메이플,사운드,[메이플스토리 세르니움 BGM] 세르니움 성지 : The Holy Land,옛날에 닌텐도였나 게임기로 메이플할때 생각나네요,2022-05-28T08:52:18Z,옛날에 닌텐도였나 게임기로 메이플할때 생각나네요
1,로스트아크,게임성,"PVP 1위가 알려주는 로아PVP 입문 최대 장벽 ""시야"" 이 영상으로 한방에 허물어 드립니다",와.. 항상 적위에다 두고 밑에있으면 안보이겠지하고 포지션잡았는데 젤 잘보이는 위치였네여 ㅠ저는 적 안보이는데 계속 맞아서 지는경우도 많았는데 꿀팁 감사합니다!,2023-03-22T15:42:28Z,와   항상 적위에다 두고 밑에있으면 안보이겠지하고 포지션잡았는데 젤 잘보이는 위치였네여  저는 적 안보이는데 계속 맞아서 지는경우도 많았는데 꿀팁 감사합니다 
1,검은사막,BM,[검은사막] - 스펙별 추천하는 수익 사냥터,와 감사합니다 ㄷㄷ,2023-09-14T16:31:43Z,와 감사합니다 ㄷㄷ
1,리니지,무소속,리니지M 이번엔 진지하게 심각함 어쩌냐..,옛날에 리니지란 게임에 투자할게아니라 엔씨주식에 투자했으면 지금은 떵떵거리고 살았을텐데 ㅎㅎ,2023-08-05T12:34:29Z,옛날에 리니지란 게임에 투자할게아니라 엔씨주식에 투자했으면 지금은 떵떵거리고 살았을텐데 ㅎㅎ
1,검은사막,운영,인게임에서 난리난 검사 갓패치 [검은사막],옛날에 사냥터에서 와써 만나서 마찰 있었는데 친구들 대리고와서 불구 만든거 기억나네 PTSD,2023-07-29T09:02:21Z,옛날에 사냥터에서 와써 만나서 마찰 있었는데 친구들 대리고와서 불구 만든거 기억나네 PTSD
1,메이플,BM,[메이플스토리] - 꿀팁! 현금을 가장많은 메소로 변환하는법!,와 그냥 설명너무 간단하고빠르고 완전 맘에드네 구독박고갑니당 이런영상 너무 감사합니다~~,2020-07-01T13:58:40Z,와 그냥 설명너무 간단하고빠르고 완전 맘에드네 구독박고갑니당 이런영상 너무 감사합니다  
1,메이플,운영,[메이플스토리] 3차전직 업데이트 프로모션 영상,옛날에 퀴니랑 온게임넷에서 광고했던거 기억나네요 ^^,2021-11-14T12:00:11Z,옛날에 퀴니랑 온게임넷에서 광고했던거 기억나네요   
1,배틀그라운드,조작,배그 신규 아이템 실화냐 ㅋㅋㅋ 밸런스 붕괴 비상탈출 아이템 나왔습니다 ㅋㅋㅋ[배틀그라운드] 재민TV,옜날영상보고있는뎁 소리지르니까미친놈이랰 ㅋㅋㅋㅋㅋ,2021-03-27T00:50:11Z,옜날영상보고있는뎁 소리지르니까미친놈이랰 ㅋㅋㅋㅋㅋ
1,검은사막,BM,"[검은사막] 뉴비들이 은화벌이를 할 수 있는, 스펙별 추천 사냥터 루트 정리영상",와 꿀팁 감사합니다! ❤,2023-06-19T17:05:47Z,와 꿀팁 감사합니다   
1,로스트아크,게임성,로아 레이드 공팟이 무섭다고요? [로스트아크],오 !!! 재미있겠당 게임 시간이 많이 허락만 된다면 참여 해보고 싶어요! 응애팟!!!  번창 하세요!,2023-04-22T16:39:40Z,오     재미있겠당  게임 시간이 많이 허락만 된다면 참여 해보고 싶어요   응애팟     번창 하세요 
1,로스트아크,사운드,"[로스트아크｜OST] Sweet Dreams, My Dear - 소향(SoHyang) (Ver. Kor)/ LOST ARK Official Soundtrack",와 노래 너무 좋아...ㅜㅡㅜ,2023-07-18T08:03:23Z,와 노래 너무 좋아   ㅡ
1,제2의나라,그래픽,전설의 고대마인 도전 모드 패턴 및 최대 데미지 공략! [테일이의 제2의나라],"오늘 10위 도전하려고 합니다. 불4성10각 암4성6각 고정에/ 나무4성10각 빛배경2각 이고 둘이 강화 수치가 같은데, 로그로서 뭐가 더 좋을지 심히 고민이됩니다.",2021-08-11T04:49:22Z,오늘 10위 도전하려고 합니다  불4성10각 암4성6각 고정에  나무4성10각 빛배경2각 이고 둘이 강화 수치가 같은데  로그로서 뭐가 더 좋을지 심히 고민이됩니다 
1,메이플,게임성,"몬스터라이프 3탄, "" 원하는 몬스터 "" 를 내 손으로 가져와보자!! 스펙업에 큰 도움이 되실거에요!! (메이플스토리)",와 농장관련 영상 만들어주신다고 하셨는데 금방 만들어주셨네요 ㅠㅠ 감사합니다,2023-01-13T08:33:21Z,와 농장관련 영상 만들어주신다고 하셨는데 금방 만들어주셨네요  감사합니다
1,리니지,게임성,[정개철TV]리니지 리마스터 공성전에 이런일이?!!!,와 로즈티비 고양이 다시보기 나만 알던 개씹꿀 이였는데 아쉽누ㅠㅠ,2020-10-01T12:15:12Z,와 로즈티비 고양이 다시보기 나만 알던 개씹꿀 이였는데 아쉽누
1,검은사막,무소속,가리워진 아이들 | 아침의 나라 쌍둥이전 EP1 🎧️ 검은사막 오디오북,오디오북 처음 들어보는데 생각보다 너무 생생하고 재밌어서 당황했네요ㅎㅎ 더 많은분들이 보셨으면 좋겠어요,2023-10-03T22:53:06Z,오디오북 처음 들어보는데 생각보다 너무 생생하고 재밌어서 당황했네요ㅎㅎ 더 많은분들이 보셨으면 좋겠어요
1,메이플,사운드,"[Playlist] 그 시절, 우리가 좋아했던 메이플",와 메이플 했었을 시절에 대만 야시장 브금 좋다~ 그렇게 노래를 부르고 다녔는데알고리즘으로 떠서 다시 듣게 되니까 너무 좋아요 ㅠㅠ 올려주셔서 감사합니다추억되새기고 가요~,2023-10-27T08:46:44Z,와 메이플 했었을 시절에 대만 야시장 브금 좋다  그렇게 노래를 부르고 다녔는데 알고리즘으로 떠서 다시 듣게 되니까 너무 좋아요  올려주셔서 감사합니다 추억되새기고 가요 
1,로스트아크,사운드,Calc (piano ver.) 한국어 / covered by Roa (로아),와 뭐야 과거의 나 이런 좋은 노래 혼자 들었구나,2022-10-26T13:01:34Z,와 뭐야 과거의 나 이런 좋은 노래 혼자 들었구나
1,배틀그라운드,사운드,"군림보 썸네일 만들기 [2편], 시네마틱한 배틀그라운드 게임 썸네일 만들어보자! /배그썸네일/게임썸네일/",오땡큐 노래다 오 ...,2021-06-03T09:39:11Z,오땡큐 노래다 오    
1,로스트아크,조작,[로스트아크] 전직업 아브렐슈드 하드 플레이 (타임라인 있음) ALL Class Brelshaza Hard play,와 배럭 고민중인데 좋은 영상 감사합니다!,2023-01-15T17:17:07Z,와 배럭 고민중인데 좋은 영상 감사합니다 
1,메이플,운영,[메이플] 캡틴 밸런스패치 리뷰!,오랜만에 린레몬님 봤는데 갑자기 실제목소리 나와서 놀램 ㅋㅋㅋㅋㅋㅋㅋㅋ,2023-04-21T13:47:36Z,오랜만에 린레몬님 봤는데 갑자기 실제목소리 나와서 놀램 ㅋㅋㅋㅋㅋㅋㅋㅋ
1,로스트아크,사운드,로스트아크 OST 모음 | 브금 연속재생 | 2시간 30분,와 수고 하셨습니다 감사합니다,2023-10-14T15:59:34Z,와 수고 하셨습니다 감사합니다
1,로스트아크,조작,[로스트아크] 랭킹 1위 워로드 에스더의 버캐 데미지는 어떨까? (w.한국님),와 스펙ㄷㄷ근데 신치를 가는 이유는 저받치신고기보다 헤드잡고 패기가 수월해서 실전딜이 좋아서입니다.마나는 명인 꼬치먹으면 6사멸 신1400 치900 파불 갈겨도 괜찮습니다.,2022-09-23T20:09:13Z,와 스펙ㄷㄷ 근데 신치를 가는 이유는 저받치신고기보다 헤드잡고 패기가 수월해서 실전딜이 좋아서입니다  마나는 명인 꼬치먹으면 6사멸 신1400 치900 파불 갈겨도 괜찮습니다 
1,로스트아크,사운드,[로스트아크｜OST] 기억 저편의 자장가 with 펠릭스 (Lullaby Beyond Memory) / LOST ARK Official Soundtrack,오르골 스토리 하나하나 너무 소중하게 즐겁게 봤어요 다시 노래 들으니 눈물나네요,2023-08-13T09:33:04Z,오르골 스토리 하나하나 너무 소중하게 즐겁게 봤어요 다시 노래 들으니 눈물나네요
1,검은사막,무소속,검은사막(BDO) 뉴비신가요? 이거 알고 편하게 게임하세요!,와 시작한지 3주정도 되었는데 정말 개꿀팁들이네요 감사합니다!,2023-01-11T06:00:48Z,와 시작한지 3주정도 되었는데 정말 개꿀팁들이네요 감사합니다 
1,제2의나라,사운드,넷마블(Netmarble) - 제2의나라(Cross Worlds) Game OST Suite for Piano,와~아름다운 피아노연주를 들을수 있다니너무 좋아요~^^멋진 연주 잘 듣고갑니다~👍👍👍👍👍,2022-01-18T23:32:16Z,와 아름다운 피아노 연주를 들을수 있다니 너무 좋아요    멋진 연주 잘 듣고 갑니다      
1,검은사막,무소속,[검은사막] 모든  클래스를 하고 티어표를 만들어 봤습니다 - Part 1,와 아이콘 직관적으로 UI설정하는거 꿀팁이네 ㄷㄷ 한국형 두뇌가 서양의 유연성을 습득하면 이렇게 신박해지는건가요? ㅋㅋ,2023-09-17T06:19:06Z,와 아이콘 직관적으로 UI설정하는거 꿀팁이네 ㄷㄷ 한국형 두뇌가 서양의 유연성을 습득하면 이렇게 신박해지는건가요  ㅋㅋ
1,로스트아크,게임성,[로스트아크｜OST] 위대한 기억의 오르골 (An Orgel of Greatest Memory) / LOST ARK Official Soundtrack,오르골 스토리나 공간이 신비로워서 좋았는데 뭔가 개편이 될것 같아서 아쉽네요 ㅜ...,2023-09-10T16:02:07Z,오르골 스토리나 공간이 신비로워서 좋았는데 뭔가 개편이 될것 같아서 아쉽네요    
1,리니지,그래픽,[Lineage2M] 리니지2M 대표 캐릭터 – 레지나,와 여전사 느낌 너무 좋아요 진짜로,2019-10-15T06:59:15Z,와 여전사 느낌 너무 좋아요 진짜로
1,로스트아크,무소속,스커 뇌호격을 '반대로' 써야하는 이유 | 로스트아크,와 역방향 잡기술 재대로배우고갑니다 감사합니다,2022-07-11T05:43:42Z,와 역방향 잡기술 재대로배우고갑니다 감사합니다
1,로스트아크,사운드,[ASMR BGM] ☀️🌷로스트아크 - 봄을 맞이한 평온한 레온하트🌷☀️(Lostark Leonhart Village bgm),와 이게 레온하트 브금이었구나! 너무 좋은데 이름을 못찾고 있었습니다. 편곡 정말 감사합니다 ㅠ,2022-03-29T09:42:04Z,와 이게 레온하트 브금이었구나  너무 좋은데 이름을 못찾고 있었습니다  편곡 정말 감사합니다 
1,검은사막,그래픽,🎨커마학개론🖌️ with 와꿀님 - 신규 클래스 우사 커스터마이징 | 검은사막,와 이게 커마학개론이지 !! 꿀팁 감사해여 선생님 !! 진짜 팬이에요 뷰티앨범에 올려주신거 잘쓸게요😍,2023-01-02T19:34:46Z,와 이게 커마학개론이지    꿀팁 감사해여 선생님    진짜 팬이에요 뷰티앨범에 올려주신거 잘쓸게요 
1,검은사막,무소속,우사&매구 각성 트레일러 | 검은사막 I Black Desert,오오오오오오오오오오오오~~ 나의 인생 게임 검은사막,2023-05-26T06:06:51Z,오오오오오오오오오오오오   나의 인생 게임 검은사막
1,제2의나라,BM,"[제2의나라] ※무과금 필수시청※ 폭렙 제비상회 획득방법과 꿀사냥터 공개 37~41 뚫는 방법 (뷰포인트, 보물상자 위치 공개와 카오스 필드의 함정)",와 정말 감사합니다,2021-06-11T23:26:10Z,와 정말 감사합니다
1,배틀그라운드,사운드,배틀그라운드 이어폰 설정 - 소리 크게 하는법 배그 FPS 사운드[문상 이벤트],와 진짜 감사해요 저진짜 이어폰 사플할때 소리 작았었는데ㅠ덕분에 해결했습니다,2021-04-05T01:03:25Z,와 진짜 감사해요 저진짜 이어폰 사플할때 소리 작았었는데덕분에 해결했습니다
1,검은사막,무소속,[검은사막] 복귀뉴비가 헷갈리는 스킬 커맨드 표시 단축키 변경 가이드,와 진짜 엄청난 내용 공유 감사합니다!!,2023-08-15T11:02:53Z,와 진짜 엄청난 내용 공유 감사합니다  
1,신의탑,무소속,신의탑M 모바일게임 시연 영상 튜토리얼 모드 (Tower of God Mobile),오픈월드 게임이면 재밌을 거 같은데원신처럼,2022-04-19T12:40:40Z,오픈월드 게임이면 재밌을 거 같은데 원신처럼
1,로스트아크,무소속,슬레이어 전투레벨 60 찍기 [로스트아크],옥과에서 아버님이 봐보라고 하셔서 봤는데 재밌네요ㅎㅎ 자주 볼게요~,2023-02-05T01:30:10Z,옥과에서 아버님이 봐보라고 하셔서 봤는데 재밌네요ㅎㅎ 자주 볼게요 
1,제2의나라,게임성,[제2의나라]원작에 숨겨진 이야기/니노쿠니/이스터에그/TMI,와 최고에요! 안그래도 스토리도좋아하고 관심있던부분인데 영상 감사합니다!,2022-02-24T01:24:12Z,와 최고에요  안그래도 스토리도좋아하고 관심있던부분인데 영상 감사합니다 
1,검은사막,운영,(검은사막M) 👩‍🎨솔라리스 밸런스 패치 이후에 티어는???,와 튜브형 영상 첫 1등 좋은 영상 감사합니다,2022-02-15T23:05:00Z,와 튜브형 영상 첫 1등 좋은 영상 감사합니다
1,배틀그라운드,조작,🔫배그 통곡의다리 오토바이로 쉽게 통과하는 법?!! [ 배틀그라운드 직업메타 ] - 악동 김블루,와.. 이때는 화질이 720밖에 않나와...그리고 진짜 추억이다..,2021-02-15T14:21:56Z,와   이때는 화질이 720밖에 않나와    그리고 진짜 추억이다  
1,배틀그라운드,사운드,[PUBG]배그사운드울림현상 해결방법ㅣ배그소리울림현상으로 좌우앞뒤구분 안되시는분ㅣ배그사운드플레이 사플ㅣ집사배린이,와 형님 덕분에 드디어 사운드 고쳤습니다 ㅜㅜ 감사드려요,2023-11-05T20:19:16Z,와 형님 덕분에 드디어 사운드 고쳤습니다  감사드려요
